"id","insight","type","sourceTypes","source","userGroup","squads","features","country","status","mentions","quotes","notes","created","lastModified","sentiment","publisher","jira","isNew","unclassified"
"406","Saved Matrix Analysis prompts disappear when re-opening ""Spalte bearbeiten""; users want Excel exports of a populated matrix to also include the prompts (separate sheet).","Improvement","Direct Feedback","Publisher Feedback - Beck Germany","Publisher","Review Squad","Matrix Analysis;Export","Germany","New - Not yet discussed","1","Es wäre außerdem sehr praktisch, wenn beim Excel-Export der befüllten Matrix auch die Prompts mit exportiert werden, gern auf einem separaten Tabellenblatt.","","2026-04-30","2026-04-30","Mixed","Beck Germany","CS-1039","true","false"
"407","Citation format for Swiss federal laws and rulings must follow Swiss conventions (e.g. ""Art. 123 OR"" not ""OR - Art. 123""; BGer 5A_604/2024; BGE 148 III 161; plus Bundesstrafgericht/Bundesverwaltungsgericht/Bundespatentgericht each with own format).","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad;Review Squad","Citations;Sources","Switzerland","New - Not yet discussed","1","Gesetze auf Bundesebene: Art. 123 OR (nicht OR - Art. 123)… Urteile auf Bundesebene: BGer 5A_604/2024, BGE 148 III 161… aus entscheidsuche API können zusätzlich Urteile des Bundesstrafgericht, Bundesverwaltungsgericht und Bundespatentgericht aggregiert werden, welche je eine eigene Zitierweise haben.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1046","true","false"
"408","User should be able to collapse the Thinking Process with one click after it is generated.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Thinking Process","Switzerland","New - Not yet discussed","1","Es sollte mit einem Klick möglich sein den Denkprozess einzuklappen, nachdem dieser generiert wurde.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1048","true","false"
"409","Noxtua should send structured KPI/log data to HLV (TTFB, response time, conversation table, error stats, click tracking on legalis links, cited_sources) for performance monitoring and author royalty calculations - via API/webhook.","Missing Feature","Direct Feedback","Publisher Feedback - Swiss","Publisher","Platform Squad","Sources;Citations","Switzerland","New - Not yet discussed","1","Noxtua soll Log-Daten strukturiert an HLV übermitteln zur Messung von Performance, Nutzerverhalten und Content-Nutzung für Autorenhonorar-Berechnung.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1049","true","false"
"410","Until point-in-time legal queries are supported, older editions should be ranked lower than newer ones; also: support delete commands per bucket; avoid daily re-indexing of unchanged laws.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Knowledge Base;Sources","Switzerland","New - Not yet discussed","1","Solange keine Point-In-Time-Betrachtung des Rechts vorgenommen werden kann, sollten Altauflagen weniger relevant eingestuft werden, als neuere.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1050","true","false"
"411","Integrate cantonal jurisprudence and laws (entscheidsuche API + cantonal legal databases) into the knowledge base.","Missing Feature","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Knowledge Base;Sources","Switzerland","New - Not yet discussed","1","Integration der Daten aus dem Scaping der entscheidsuche API und der kantonalen Gesetzesdatenbanken. V1 soll gemäss heutiger Besprechung bereits nächste Woche auf Dev deployed werden.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1051","true","false"
"412","Model must reflect the hierarchy of Swiss legal sources (federal vs cantonal precedence) and the differentiated binding effect of court decisions when ranking and answering.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Sources;Knowledge Base","Switzerland","New - Not yet discussed","1","Die hierarchische Struktur der Rechtsordnung mit Vorrangregeln (Bundesrecht vor kantonalem Recht) und deren Ausnahmen… präzise abbilden und bei der Relevanzbewertung von Quellen berücksichtigen. Das System muss die differenzierte Bindungswirkung von Gerichtsentscheiden (Präjudizien… vs. präjudizielle Erwägungen) erkennen und bei der Antwortgenerierung entsprechend gewichten.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1052","true","false"
"413","Use the legalis ""Verweise"" cross-reference structure to populate the Knowledge Graph and improve citation quality / document interconnection.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Knowledge Base;Citations","Switzerland","New - Not yet discussed","1","Prüfung, ob die bestehende Verweisstruktur von legalis (Reiter „Verweise","","2026-04-30","2026-04-30","Mixed","Swiss","CS-1053","true","false"
"414","Multilingual source matching: French-language questions should also surface German/Italian/English references (and reverse).","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Sources;Knowledge Base","Switzerland","New - Not yet discussed","1","Bei französischsprachigen Fragestellungen sollten auch deutsche / italienische / englische Referenzen berücksichtigt werden (und umgekehrt).","","2026-04-30","2026-04-30","Negative","Swiss","CS-1056","true","false"
"415","Broaden source coverage so multiple commentaries (BSK StGB/JStG, CR CP II, PraxKomm StGB, HK EMRK, etc.) are surfaced rather than a single source per topic.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Sources;Knowledge Base","Switzerland","New - Not yet discussed","1","","","2026-04-30","2026-04-30","Negative","Swiss","CS-1057","true","false"
"416","Source filtering / discovery still misses specific known works and rulings (e.g. BGer 6S.62/2000); filter on works/categories/rulings should be reliable.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Sources;Research","Switzerland","New - Not yet discussed","1","Generell stelle ich fest, dass bestimmte Werke inzwischen schon viel besser gefunden werden. Dennoch habe ich folgende Beispiele für nicht gefundene Quellen bzw. nicht funktionierenden Quellen-Filtern. Prompt: BGer 6S.62/2000 vom 30. September 1998 zusammenfassen. Antwort: Leider konnte ich den spezifischen Bundesgerichtsentscheid… in der verfügbaren Datenbank nicht finden.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1059","true","false"
"417","Right-pane / hover-box source previews currently show the start of the snippet - they should show the exact passage that proves the cited statement.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","Review Squad","Sources;Citations","Switzerland","New - Not yet discussed","1","Aktuell zeigt die Vorschau schlichtweg den Beginn des Snippets an, besser wäre es wenn genau diejenige Stelle aus dem Werk zitiert würde, welche durch die Quelle bewiesen werden soll.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1061","true","false"
"418","Status request for the previously discussed ""3 model-suggested follow-up questions"" feature; if shipped, elisa needs them via API as well.","Missing Feature","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Prompting;Chat","Switzerland","New - Not yet discussed","1","Ihr hattet mal erwähnt, dass ihr euch auch für den Workspace überlegt 3 vom Model vorgeschlagene Folgefragen zu generieren. Was ist der Status bezüglich diesem Vorhaben? Falls dies umgesetzt würde, bräuchten wir auch für elisa die entsprechenden Folgefragen über die API response.","","2026-04-30","2026-04-30","Mixed","Swiss","CS-1063","true","false"
"419","Footnote handling in source previews: full snippet with footnotes is hard to read; need a smarter way to display footnote-rich passages.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","Review Squad","Sources;Citations","Switzerland","New - Not yet discussed","1","In der Vorschau in der Right-Pane und in der Hover-Box wird derzeit der ganze Snippet angezeigt. Bei Fussnoten führt dies zu einem schwer lesbaren Text mit unschönen Zeilenumbrüchen. Das Dilema ist, dass die Fussnoten durchaus teilweise sehr relevanten Text… enthalten können.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1064","true","false"
"420","Tool-call display in elisa's Thinking Process currently shows raw API function names (e.g. ""german_law_lookup""); needs human-readable labels.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Thinking Process","Switzerland","New - Not yet discussed","1","Wir arbeiten gerade an der Darstellung der Tool Calls im Thinking Process von elisa. Aktuell zeigen wir die technischen Function Names aus eurer API (z.B. „german_law_lookup","","2026-04-30","2026-04-30","Negative","Swiss","CS-1065","true","false"
"421","Chats should be persisted server-side rather than in the browser.","Improvement","Direct Feedback;Interview Study","Publisher Feedback - Swiss,2026_02_Personas_Corporate","Publisher; Corporate Law Department","Platform Squad","Chat","Switzerland","New - Not yet discussed","3","Mir ist bewusst, dass dies bereits in Umsetzung ist. Das Ticket dient nur dem Status-Tracking.
""Maybe a desktop application alongside, with browser in background"" (Corporate Personas)","","2026-04-30","2026-05-01","Mixed","Swiss","CS-1068","true","false"
"422","Thinking Process should always be in the language of the prompt.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Thinking Process","Switzerland","New - Not yet discussed","1","Ich weiss, dass ihr daran bereits arbeitet. Das Ticket dient nur dem Status-Tracking.","","2026-04-30","2026-04-30","Mixed","Swiss","CS-1069","true","false"
"423","Support templates for contracts and legal pleadings.","Missing Feature","Direct Feedback","Publisher Feedback - Swiss","Publisher","Drafting Squad","Templates","Switzerland","New - Not yet discussed","1","","","2026-04-30","2026-04-30","Negative","Swiss","CS-1070","true","false"
"424","When uploaded documents are queried, the answer should reference the specific text passages used; in long documents users currently have to search manually for the cited paragraph.","Improvement","Direct Feedback","Publisher Feedback - Manz","Publisher","AI Squad;Review Squad","Citations;Document Upload;Sources","Austria","New - Not yet discussed","1","Wir der Dokumentupload genutzt und diesbezügliche Fragen beantwortet, wäre ein passender Verweis auf Textpassagen des Dokuments wünschenswert. Gerade bei sehr umfassenden Dokumenten muss man sehr lange suchen um jenen Absatz zu identifizieren, welcher vom System zur Beantwortung verwendet wurde.","","2026-04-30","2026-04-30","Negative","Manz","CS-1094","true","false"
"425","Show the document date directly with each source - useful indicator of how current/outdated the content is.","Improvement","Direct Feedback","Publisher Feedback - Manz","Publisher","Review Squad","Sources;Citations","Austria","New - Not yet discussed","1","Das Dokumentdatum ist ein hilfreiches Indiz, ob ein Inhalt noch aktuell oder eher veraltet ist. Es wäre gut, dies direkt bei der Quellenanzeige darzustellen.","","2026-04-30","2026-04-30","Negative","Manz","CS-1095","true","false"
"426","Court-level filter: when a question targets a specific court (e.g. OGH), only that court should be searched. Currently other courts are pulled in.","Improvement","Direct Feedback","Publisher Feedback - Manz","Publisher","AI Squad","Sources;Research","Austria","New - Not yet discussed","1","Fragen zu bestimmten Gerichten sollten auch nur jenes Gericht durchsuchen. Im angehängten Export werden mehrere Gerichte herangezogen obwohl nur nach dem OGH gefragt war.","","2026-04-30","2026-04-30","Negative","Manz","CS-1097","true","false"
"427","After switching from legalis to entscheidsuche API for Bundesgerichtsentscheide, the citation format is no longer correct - needs adjustment for cantonal rulings index.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad;Review Squad","Citations;Sources","Switzerland","New - Not yet discussed","1","Bundesgerichtsentscheide werden neu aus der entscheidsuche API bezogen und nicht mehr aus legalis. Dies führt dazu, dass die Zitierweise nun nicht mehr korrekt ist.","","2026-04-30","2026-04-30","Negative","Swiss","CS-1109","true","false"
"428","Avoid listing the exact same source multiple times in the same paragraph.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Citations","Switzerland","New - Not yet discussed","1","","","2026-04-30","2026-04-30","Negative","Swiss","CS-1111","true","false"
"429","Follow-up questions are answered without taking the prior question's context (e.g. the previously named statute) into account - context is not carried forward.","Improvement","Direct Feedback","Publisher Feedback - Swiss","Publisher","AI Squad","Chat;Thinking Process","Switzerland","New - Not yet discussed","1","","","2026-04-30","2026-04-30","Negative","Swiss","CS-1112","true","false"
"430","LLM produces hallucinated, misleading or legally incorrect explanations across many areas of Swiss law (employment, criminal, family, contract, data protection) and fabricates German court citations (e.g. BGH); even when the conclusion is correct, the reasoning is often flawed. Consolidates 21 systematic Swiss-law QA test reports plus 1 Beck-Noxtua attorney report.","Improvement","Direct Feedback","Publisher Feedback - Swiss; Publisher Feedback - Beck Germany","Publisher","AI Squad","Knowledge Base;Sources;Citations","Switzerland; Germany","New - Not yet discussed","22","Grds. sind wir von der KI angetan. Man bekommt im Researchbereich Antworten, die juristisch auf viel hoeherem Niveau als bei Konkurrenten sein duerften. ... Teilweise fantasieren die Antworten aber ziemlich.","","2026-01-15","2026-04-30","Negative","Swiss","CS-1073; CS-1074; CS-1075; CS-1076; CS-1077; CS-1078; CS-1079; CS-1080; CS-1081; CS-1082; CS-1083; CS-1084; CS-1085; CS-1086; CS-1087; CS-1088; CS-1089; CS-1090; CS-1091; CS-1092; CS-1106; CS-1107","true","false"
"431","AI should detect deadlines/urgency from incoming items (e.g. BeA messages, emails) and proactively create calendar entries, tasks and reminders","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Workflow Squad;Platform Squad","Workflows;Outlook-Add-In","Germany","New - Not yet discussed","2","""If I get a BeA message, it should immediately flag: attention, deadlines apply, and propose one - like the iPhone does | Estimate how fast it must be done, put a task in the calendar, remind me if I don't process it fast enough"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"432","AI agents/self-service surfaces per business unit so non-legal users can self-serve, with legal curating the knowledge base and human-in-the-loop escalation when needed","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Workflow Squad;AI Squad","Workflows","Germany","New - Not yet discussed","2","""Business unit sees the UI; I curate the database | Agents for each business unit... they recognize when human-in-the-loop is needed"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"433","AI helps decode unfamiliar business-unit jargon to clarify what the case is even about","General Feedback","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","","Germany","New - Not yet discussed","1","""Pasting it in, it figured out 'this is banking regulation context' - that helped illuminate the facts"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"434","AI should ingest requests from multiple input channels (email, intranet form, voice/phone) into one structured intake","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","Voice Control;Workflows","Germany","New - Not yet discussed","1","""A tool with different input options - email, intranet integration, maybe voice so I can call in my problem and attach documents"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"435","AI should balance workload across team members based on current capacity","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","Workflows","Germany","New - Not yet discussed","1","""Shift things between employees based on workload - if peaks are at one colleague, push to someone else"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"436","AI should keep requesters informed of progress automatically","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","","Germany","New - Not yet discussed","1","""Keep the requester informed about individual steps in between"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"437","Gamification elements (streaks, daily nudges) would motivate consistent tool use","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","","Germany","New - Not yet discussed","1","""What's good about Duolingo is the gamification - puts pressure but doesn't take much time per day"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"438","Want comparative drafting where AI redlines existing Word doc minimally rather than regenerating a new draft","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Drafting Squad;Platform Squad","Word-Add-In","Germany","New - Not yet discussed","1","""Lay it against in a Word file, not get a complete new draft but only slightly adjust individual sentences"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"439","Need AI to flag cross-clause and cross-domain (tax, antitrust) impacts when one clause changes","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Drafting Squad","","Germany","New - Not yet discussed","1","""If you change something here, ping me that it could have a tax or antitrust impact - don't just edit this one clause"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"440","Want to generate visual diagrams (Schaubilder) of contractual relationships from large contracts","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","","Germany","New - Not yet discussed","1","""Upload a 500-page contract and say: make me a diagram of the contractual relationships, who delivers what to whom"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"441","Need a tabular overview of contractual obligations, rights, and termination notice periods extracted from a contract","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","","Germany","New - Not yet discussed","1","""An overview: notice periods, my rights, my duties, what happens when a contract ends - neatly in a table"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"442","Need AI to optimize my own English drafting on demand ('make this proper legal English')","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Drafting Squad","","Germany","New - Not yet discussed","1","""We work a lot with English contracts - 'make legal English of this' to optimize phrasing is really useful"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"443","Want AI to cover EU regulations and EU case law alongside national law in one tool","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","AI Squad","","Germany","New - Not yet discussed","1","""Not only national law but also overarching European law in one AI tool, including the related rulings"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"444","Need unlimited input/output length for template-filling tasks","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Drafting Squad","Templates","Germany","New - Not yet discussed","1","""20-page template with 400 blanks to be filled - want arbitrary input/output"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"445","Vendor proactively curates templates/checklists in tool over time","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Drafting Squad","Templates","Germany","New - Not yet discussed","1","""Functionality fills up - 'they made a template for this, I can use it directly'"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"446","AI should auto-suggest relevant case law/judgments in the background when opening a case file","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","Platform Squad","Document Upload","Germany","New - Not yet discussed","1","""When I open my case file... prompts have already been sent that show me important judgments that could belong to it"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"447","AI should auto-extract procedural data (admissibility, deadlines, time limits) from case files immediately","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","Platform Squad","Document Upload","Germany","New - Not yet discussed","1","""I open the file, it tells me directly: here is the deadline information, and: this is already time-barred"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"448","Need cross-border procedural comparison (e.g. covert seizure in Austria) for trans-national cases","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","AI Squad","","Germany","New - Not yet discussed","1","""Can they do a covert seizure in Austria? Today this is always laborious research"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"449","Need AI to remind me what I already read/wrote in a long-running case so I don't redo work","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","AI Squad","","Germany","New - Not yet discussed","1","""You forget what you already read when you're working in pieces - you do the work twice or three times"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"450","Need AI to flag contradictions between submissions and suggest fact-finding gaps for offence elements","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","AI Squad","","Germany","New - Not yet discussed","1","""Highlight contradictions between submissions, prompt fact-finding suggestions for missing elements of the offence"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"451","Need AI to verify and link cited rulings/sources within the parties' incoming submissions","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","AI Squad","Citations","Germany","New - Not yet discussed","1","""Linking of judgements that are cited in submissions, checking citations"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"452","AI should be able to make tool calls / autonomous internet research instead of needing manual context","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","AI Squad","Research","Germany","New - Not yet discussed","1","""Ability to use tools, especially to do internet research itself"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"453","Want agentic automation of administrative steps (e.g. dispatch decree to attorneys whose addresses are known)","Missing Feature","Interview Study","2026_03_Personas_Judiciary","Prosecution/ Judges","Workflow Squad","Workflows","Germany","New - Not yet discussed","1","""I write a decree, it could be recognized automatically... addresses are in the system, why does a person still do it manually?"" (Judiciary Personas)","","2026-05-01","2026-05-01","","","","true","false"
"454","Want inline AI clause suggestions in Word (Copilot-style) while drafting a contract","Missing Feature","Interview Study","2026_02_Personas_Corporate","Corporate Law Department","Drafting Squad;Platform Squad","Word-Add-In","Germany","New - Not yet discussed","2","""A Copilot-like sidebar in Word with Noxtua suggesting clause variants 1, 2, 3, 4 as I draft would be a huge relief"" (Corporate Personas)","","2026-05-01","2026-05-01","","","","true","false"
"455","Uploaded documents are frequently misread partially parsed or incorrectly interpreted by Noxtua causing unreliable results when working with user-provided files.","General Feedback","Direct Feedback","Corporate Direct Feedback – Anonymous","Corporate Legal Department","Platform Squad","Document Upload;Document Review","Germany","New – Not yet discussed","1","Documents in part: read incorrectly or not at all; incompletely recorded; interpreted incorrectly","","2026-06-14","2026-06-14","Negative","","","true","false"
"456","The user needs access to answers from previous sessions in order to maintain continuity across chats.","Missing Feature","Direct Feedback","Corporate Direct Feedback – Anonymous","Corporate Legal Department","Platform Squad","Chat","Germany","New – Not yet discussed","1","No possibility to preset roles (contextualisation is only possible via templates; but must be done anew for each chat)","","2026-06-14","2026-06-14","Negative","","","true","false"
